po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,lead_time_days,total_cost,negotiated_total_cost,cost_savings,defect_rate,status_score,status_risk,compliance_score,compliance_risk,risk_score,risk_level
po-00134,beta_supplies,2022-02-18,2022-02-28,office supplies,pending,1912,30.73,29.82,191.0,yes,10,58755.76,57015.840000000004,1739.9199999999983,9.989539748953975,0.3,70.0,1,0,22.996861924686193,Medium
po-00135,epsilon_group,2022-04-23,2022-05-09,mro,delivered,570,71.51,66.47,0.0,yes,16,40760.700000000004,37887.9,2872.800000000003,0.0,1.0,0.0,1,0,4.0,Low
po-00136,beta_supplies,2022-06-06,2022-06-26,raw materials,delivered,1417,67.27,60.62,0.0,yes,20,95321.59,85898.54,9423.050000000003,0.0,1.0,0.0,1,0,5.0,Low
po-00137,alpha_inc,2023-10-05,2023-10-11,raw materials,delivered,1202,46.67,44.13,21.0,no,6,56097.340000000004,53044.26,3053.0800000000017,1.747088186356073,1.0,0.0,0,100,22.02412645590682,Medium
po-00138,beta_supplies,2022-06-13,2022-06-14,office supplies,delivered,697,20.73,19.83,78.0,no,1,14448.81,13821.509999999998,627.3000000000011,11.190817790530847,1.0,0.0,0,100,23.607245337159256,Medium
po-00139,epsilon_group,2023-11-28,2023-12-01,mro,delivered,1545,78.19,76.91,42.0,yes,3,120803.55,118825.95,1977.6000000000058,2.7184466019417477,1.0,0.0,1,0,1.5655339805825244,Low
po-00140,gamma_co,2023-03-09,2023-03-13,mro,partially delivered,1136,60.81,58.25,62.0,yes,4,69080.16,66172.0,2908.1600000000035,5.457746478873239,0.5,50.0,1,0,15.137323943661972,Medium
po-00141,beta_supplies,2023-09-03,2023-09-07,mro,delivered,1212,87.46,74.55,118.0,no,4,106001.51999999999,90354.59999999999,15646.919999999998,9.735973597359736,1.0,0.0,0,100,23.92079207920792,Medium
po-00142,epsilon_group,2022-03-07,2022-03-12,mro,delivered,1572,57.38,49.32,40.0,yes,5,90201.36,77531.04,12670.320000000007,2.5445292620865136,1.0,0.0,1,0,2.013358778625954,Low
po-00143,gamma_co,2023-01-30,2023-02-09,electronics,delivered,642,91.9,81.49,26.0,yes,10,58999.8,52316.579999999994,6683.220000000008,4.049844236760125,1.0,0.0,1,0,3.7149532710280373,Low
po-00144,epsilon_group,2023-01-26,2023-02-04,office supplies,delivered,441,63.25,54.12,16.0,yes,9,27893.25,23866.92,4026.3300000000017,3.6281179138321997,1.0,0.0,1,0,3.33843537414966,Low
po-00145,epsilon_group,2023-09-03,2023-09-19,office supplies,delivered,1748,66.53,57.11,0.0,yes,16,116294.44,99828.28,16466.160000000003,0.0,1.0,0.0,1,0,4.0,Low
po-00146,gamma_co,2023-04-25,2022-02-13,electronics,pending,468,95.57,91.8,24.0,yes,-436,44726.759999999995,42962.4,1764.3599999999933,5.128205128205128,0.3,70.0,1,0,-89.96153846153847,
po-00147,beta_supplies,2023-06-26,2023-07-14,raw materials,delivered,338,50.25,46.28,49.0,no,18,16984.5,15642.640000000001,1341.8599999999988,14.497041420118343,1.0,0.0,0,100,28.849112426035504,High
po-00148,gamma_co,2022-09-15,2022-09-22,office supplies,delivered,428,22.94,21.52,26.0,yes,7,9818.32,9210.56,607.7600000000002,6.074766355140187,1.0,0.0,1,0,3.572429906542056,Low
po-00149,beta_supplies,2023-07-21,2022-02-13,packaging,delivered,1846,13.72,12.62,216.0,yes,-523,25327.120000000003,23296.519999999997,2030.6000000000058,11.700975081256772,1.0,0.0,1,0,-127.23970747562296,
po-00150,epsilon_group,2022-01-12,2022-01-17,office supplies,delivered,1563,77.96,70.8,41.0,yes,5,121851.48,110660.4,11191.080000000002,2.6231605886116443,1.0,0.0,1,0,2.0369481765834934,Low
po-00151,beta_supplies,2023-11-28,2023-12-07,office supplies,delivered,280,73.07,69.29,30.0,yes,9,20459.6,19401.2,1058.3999999999978,10.714285714285714,1.0,0.0,1,0,5.4642857142857135,Low
po-00152,delta_logistics,2022-04-28,2022-05-12,raw materials,delivered,1067,74.47,64.16,0.0,no,14,79459.49,68458.72,11000.770000000004,0.0,1.0,0.0,0,100,23.5,Medium
po-00153,gamma_co,2023-11-30,2023-12-17,electronics,pending,90,32.38,29.96,7.0,yes,17,2914.2000000000003,2696.4,217.80000000000018,7.777777777777778,0.3,70.0,1,0,24.083333333333332,Medium
po-00154,gamma_co,2023-07-04,2023-07-05,raw materials,delivered,1101,24.28,22.73,59.0,no,1,26732.280000000002,25025.73,1706.550000000003,5.358764759309718,1.0,0.0,0,100,21.857629427792915,Medium
po-00155,alpha_inc,2022-10-01,2022-10-11,raw materials,delivered,184,11.82,10.51,4.0,yes,10,2174.88,1933.84,241.0400000000002,2.1739130434782608,1.0,0.0,1,0,3.152173913043478,Low
po-00156,epsilon_group,2023-10-19,2023-11-07,electronics,delivered,250,45.92,41.02,3.0,yes,19,11480.0,10255.0,1225.0,1.2,1.0,0.0,1,0,5.11,Low
po-00157,epsilon_group,2022-12-15,2022-02-13,packaging,cancelled,1913,66.56,61.34,61.0,yes,-305,127329.28,117343.42000000001,9985.859999999986,3.1887088342916883,0.0,100.0,1,0,-50.29338734971249,
po-00158,beta_supplies,2022-04-25,2022-04-30,electronics,delivered,829,45.98,40.39,0.0,yes,5,38117.42,33483.31,4634.110000000001,0.0,1.0,0.0,1,0,1.25,Low
po-00159,delta_logistics,2022-10-28,2022-11-13,raw materials,delivered,979,51.59,49.69,148.0,yes,16,50506.61,48646.509999999995,1860.1000000000058,15.117466802860061,1.0,0.0,1,0,8.535240040858017,Low
po-00160,epsilon_group,2023-03-22,2023-04-09,electronics,partially delivered,1106,97.77,90.45,31.0,yes,18,108133.62,100037.7,8095.919999999998,2.802893309222423,0.5,50.0,1,0,17.840867992766725,Medium
po-00161,delta_logistics,2022-06-11,2022-06-24,office supplies,pending,1121,42.38,38.34,152.0,yes,13,47507.98,42979.14000000001,4528.8399999999965,13.559322033898304,0.3,70.0,1,0,24.81779661016949,Medium
po-00162,alpha_inc,2023-04-10,2023-04-21,office supplies,delivered,552,60.48,56.78,10.0,yes,11,33384.96,31342.56,2042.3999999999978,1.8115942028985508,1.0,0.0,1,0,3.2934782608695654,Low
po-00163,gamma_co,2022-01-04,2022-01-12,packaging,delivered,456,80.53,77.86,26.0,yes,8,36721.68,35504.159999999996,1217.520000000004,5.701754385964912,1.0,0.0,1,0,3.7105263157894735,Low
po-00164,delta_logistics,2022-09-27,2022-10-05,packaging,delivered,1647,47.52,44.92,0.0,yes,8,78265.44,73983.24,4282.199999999997,0.0,1.0,0.0,1,0,2.0,Low
po-00165,epsilon_group,2023-05-28,2023-06-11,electronics,pending,1801,71.27,61.24,43.0,yes,14,128357.26999999999,110293.24,18064.029999999984,2.3875624652970573,0.3,70.0,1,0,21.71626873958912,Medium
po-00166,gamma_co,2022-07-02,2022-07-18,electronics,delivered,854,90.24,85.53,0.0,yes,16,77064.95999999999,73042.62,4022.3399999999965,0.0,1.0,0.0,1,0,4.0,Low
po-00167,delta_logistics,2023-06-04,2023-06-17,electronics,delivered,148,103.57,98.62,23.0,no,13,15328.359999999999,14595.76,732.5999999999985,15.54054054054054,1.0,0.0,0,100,27.91216216216216,High
po-00168,delta_logistics,2022-04-19,2022-04-24,mro,delivered,733,23.59,22.85,92.0,yes,5,17291.47,16749.05,542.4200000000019,12.551159618008187,1.0,0.0,1,0,5.015347885402456,Low
po-00169,beta_supplies,2023-10-03,2023-10-05,raw materials,delivered,1945,103.2,88.56,0.0,yes,2,200724.0,172249.2,28474.79999999999,0.0,1.0,0.0,1,0,0.5,Low
po-00170,gamma_co,2022-11-02,2022-11-21,raw materials,delivered,775,57.0,49.14,48.0,yes,19,44175.0,38083.5,6091.5,6.193548387096774,1.0,0.0,1,0,6.608064516129032,Low
po-00171,delta_logistics,2023-10-17,2023-10-21,packaging,delivered,1620,36.73,33.45,235.0,no,4,59502.6,54189.00000000001,5313.599999999991,14.506172839506174,1.0,0.0,0,100,25.35185185185185,High
po-00172,beta_supplies,2023-06-04,2023-06-19,office supplies,delivered,1010,55.68,50.86,0.0,yes,15,56236.8,51368.6,4868.200000000004,0.0,1.0,0.0,1,0,3.75,Low
po-00173,epsilon_group,2023-09-16,2023-10-01,office supplies,delivered,1812,108.02,101.02,51.0,yes,15,195732.24,183048.24,12684.0,2.814569536423841,1.0,0.0,1,0,4.594370860927152,Low
po-00174,delta_logistics,2022-07-23,2022-07-28,office supplies,delivered,662,55.97,50.0,100.0,yes,5,37052.14,33100.0,3952.1399999999994,15.105740181268882,1.0,0.0,1,0,5.781722054380665,Low
po-00175,beta_supplies,2022-06-06,2022-06-11,office supplies,pending,1535,40.58,38.71,165.0,yes,5,62290.299999999996,59419.85,2870.449999999997,10.749185667752444,0.3,70.0,1,0,21.974755700325733,Medium
po-00176,beta_supplies,2023-01-18,2023-01-27,raw materials,delivered,692,71.03,67.74,70.0,yes,9,49152.76,46876.079999999994,2276.6800000000076,10.115606936416185,1.0,0.0,1,0,5.284682080924855,Low
po-00177,gamma_co,2022-06-15,2022-06-28,mro,delivered,1842,32.4,28.08,96.0,yes,13,59680.799999999996,51723.35999999999,7957.440000000002,5.211726384364821,1.0,0.0,1,0,4.813517915309446,Low
po-00178,beta_supplies,2023-07-07,2023-07-18,office supplies,cancelled,1078,18.34,17.41,102.0,yes,11,19770.52,18767.98,1002.5400000000009,9.461966604823747,0.0,100.0,1,0,30.58858998144712,High
po-00179,delta_logistics,2023-06-28,2023-07-16,packaging,delivered,1291,23.44,22.23,0.0,yes,18,30261.04,28698.93,1562.1100000000006,0.0,1.0,0.0,1,0,4.5,Low
po-00180,alpha_inc,2022-01-01,2022-01-12,electronics,delivered,552,21.52,18.79,13.0,yes,11,11879.039999999999,10372.08,1506.9599999999991,2.355072463768116,1.0,0.0,1,0,3.4565217391304346,Low
po-00181,epsilon_group,2023-09-06,2023-09-22,electronics,delivered,816,26.04,25.61,28.0,yes,16,21248.64,20897.76,350.880000000001,3.431372549019608,1.0,0.0,1,0,5.029411764705882,Low
po-00182,delta_logistics,2022-11-28,2022-11-30,packaging,delivered,447,23.62,21.81,50.0,yes,2,10558.140000000001,9749.07,809.0700000000015,11.185682326621924,1.0,0.0,1,0,3.8557046979865772,Low
po-00183,delta_logistics,2023-05-16,2023-05-24,packaging,partially delivered,920,73.09,70.14,0.0,yes,8,67242.8,64528.8,2714.0,0.0,0.5,50.0,1,0,14.5,Medium
po-00184,epsilon_group,2022-01-20,2022-01-30,packaging,partially delivered,844,26.37,25.08,38.0,yes,10,22256.280000000002,21167.519999999997,1088.7600000000057,4.502369668246446,0.5,50.0,1,0,16.350710900473935,Medium
po-00185,epsilon_group,2022-04-25,2022-02-13,mro,delivered,442,41.73,36.45,15.0,yes,-71,18444.66,16110.900000000001,2333.7599999999984,3.3936651583710407,1.0,0.0,1,0,-16.731900452488688,
po-00186,beta_supplies,2023-01-07,2023-01-21,electronics,cancelled,256,96.15,83.44,26.0,yes,14,24614.4,21360.64,3253.760000000002,10.15625,0.0,100.0,1,0,31.546875,High
po-00187,delta_logistics,2022-11-11,2022-02-13,mro,partially delivered,1088,55.29,53.04,161.0,no,-271,60155.52,57707.52,2448.0,14.79779411764706,0.5,50.0,0,100,-30.810661764705884,
po-00188,beta_supplies,2022-09-03,2022-09-07,office supplies,delivered,1931,72.88,64.69,187.0,yes,4,140731.28,124916.39,15814.89,9.684101501812533,1.0,0.0,1,0,3.9052304505437596,Low
po-00189,gamma_co,2022-03-01,2022-03-11,electronics,delivered,1627,25.76,25.09,74.0,yes,10,41911.520000000004,40821.43,1090.0900000000038,4.548248309772587,1.0,0.0,1,0,3.864474492931776,Low
po-00190,beta_supplies,2022-09-04,2022-02-13,packaging,delivered,941,28.4,27.21,0.0,no,-203,26724.399999999998,25604.61,1119.7899999999972,0.0,1.0,0.0,0,100,-30.75,
po-00191,gamma_co,2023-08-04,2023-08-06,mro,delivered,1534,14.98,12.79,0.0,yes,2,22979.32,19619.859999999997,3359.4600000000028,0.0,1.0,0.0,1,0,0.5,Low
po-00192,alpha_inc,2022-03-22,2022-04-03,raw materials,delivered,1764,25.46,24.52,46.0,yes,12,44911.44,43253.28,1658.1600000000035,2.6077097505668934,1.0,0.0,1,0,3.782312925170068,Low
po-00193,delta_logistics,2022-03-29,2022-04-06,electronics,delivered,1648,35.42,31.46,0.0,no,8,58372.16,51846.08,6526.080000000002,0.0,1.0,0.0,0,100,22.0,Medium
po-00194,gamma_co,2023-05-13,2023-06-01,packaging,delivered,913,28.01,24.06,53.0,yes,19,25573.13,21966.78,3606.350000000002,5.805038335158817,1.0,0.0,1,0,6.491511500547645,Low
po-00195,alpha_inc,2022-03-12,2022-03-18,packaging,cancelled,792,18.16,17.25,17.0,yes,6,14382.72,13662.0,720.7199999999993,2.146464646464646,0.0,100.0,1,0,27.143939393939394,High
po-00196,epsilon_group,2023-06-30,2023-07-03,office supplies,partially delivered,1314,22.63,21.06,44.0,yes,3,29735.82,27672.839999999997,2062.980000000003,3.34855403348554,0.5,50.0,1,0,14.254566210045661,Medium
po-00197,beta_supplies,2022-05-09,2022-05-22,mro,delivered,613,52.5,45.19,70.0,yes,13,32182.5,27701.469999999998,4481.0300000000025,11.419249592169658,1.0,0.0,1,0,6.675774877650897,Low
po-00198,alpha_inc,2022-05-12,2022-05-20,office supplies,delivered,1070,29.14,26.63,24.0,yes,8,31179.8,28494.1,2685.7000000000007,2.2429906542056073,1.0,0.0,1,0,2.6728971962616823,Low
po-00199,gamma_co,2023-11-07,2023-11-26,raw materials,partially delivered,145,47.49,42.76,6.0,yes,19,6886.05,6200.2,685.8500000000004,4.137931034482759,0.5,50.0,1,0,18.491379310344826,Medium
po-00200,delta_logistics,2023-05-02,2023-05-17,raw materials,delivered,1973,59.73,54.95,291.0,yes,15,117847.29,108416.35,9430.939999999988,14.749113025848962,1.0,0.0,1,0,8.174733907754689,Low
po-00201,epsilon_group,2023-07-17,2023-08-01,office supplies,delivered,1807,78.63,73.08,100.0,yes,15,142084.41,132055.56,10028.850000000006,5.534034311012729,1.0,0.0,1,0,5.410210293303819,Low
po-00202,epsilon_group,2022-06-19,2022-06-20,electronics,delivered,534,13.88,12.51,100.0,yes,1,7411.92,6680.34,731.5799999999999,18.726591760299627,1.0,0.0,1,0,5.867977528089888,Low
po-00203,alpha_inc,2022-09-29,2022-10-14,electronics,delivered,1480,85.22,75.48,100.0,yes,15,126125.59999999999,111710.40000000001,14415.199999999983,6.756756756756757,1.0,0.0,1,0,5.777027027027027,Low
po-00204,alpha_inc,2023-06-25,2022-02-13,office supplies,delivered,280,72.16,62.38,100.0,yes,-497,20204.8,17466.4,2738.399999999998,35.714285714285715,1.0,0.0,1,0,-113.53571428571429,
po-00205,beta_supplies,2023-09-14,2023-09-20,office supplies,cancelled,798,19.09,17.76,100.0,yes,6,15233.82,14172.480000000001,1061.3399999999983,12.531328320802004,0.0,100.0,1,0,30.2593984962406,High
po-00206,epsilon_group,2023-03-10,2023-03-22,electronics,delivered,1728,94.83,90.2,100.0,yes,12,163866.24,155865.6,8000.639999999985,5.787037037037037,1.0,0.0,1,0,4.736111111111111,Low
po-00207,epsilon_group,2022-08-05,2022-02-13,mro,delivered,1244,96.13,84.78,43.0,yes,-173,119585.72,105466.32,14119.399999999994,3.456591639871383,1.0,0.0,1,0,-42.213022508038584,
po-00208,beta_supplies,2023-07-07,2023-07-21,office supplies,delivered,590,16.89,15.56,46.0,no,14,9965.1,9180.4,784.7000000000007,7.796610169491526,1.0,0.0,0,100,25.838983050847457,High
po-00209,delta_logistics,2023-12-08,2023-12-23,packaging,delivered,1109,38.93,33.33,152.0,yes,15,43173.37,36962.97,6210.4000000000015,13.706041478809738,1.0,0.0,1,0,7.861812443642921,Low
po-00210,beta_supplies,2022-07-25,2022-08-01,mro,delivered,574,85.03,82.55,54.0,yes,7,48807.22,47383.7,1423.520000000004,9.40766550522648,1.0,0.0,1,0,4.572299651567944,Low
po-00211,gamma_co,2024-01-01,2022-02-13,office supplies,delivered,1233,86.62,76.59,65.0,yes,-687,106802.46,94435.47,12366.990000000005,5.271695052716951,1.0,0.0,1,0,-170.16849148418493,
po-00212,gamma_co,2022-11-16,2022-11-20,packaging,delivered,1912,27.94,25.59,83.0,no,4,53421.28,48928.08,4493.199999999997,4.341004184100418,1.0,0.0,0,100,22.302301255230127,Medium
po-00213,alpha_inc,2023-02-13,2023-03-04,packaging,delivered,1772,30.72,27.76,46.0,no,19,54435.84,49190.72,5245.119999999995,2.595936794582393,1.0,0.0,0,100,25.528781038374717,High
po-00214,beta_supplies,2023-11-19,2023-11-29,office supplies,delivered,1316,48.11,41.9,135.0,yes,10,63312.76,55140.4,8172.360000000001,10.25835866261398,1.0,0.0,1,0,5.577507598784194,Low
po-00215,beta_supplies,2023-10-28,2022-02-13,office supplies,delivered,1159,59.24,58.08,0.0,yes,-622,68659.16,67314.72,1344.4400000000023,0.0,1.0,0.0,1,0,-155.5,
po-00216,alpha_inc,2023-01-18,2023-01-31,office supplies,delivered,1869,69.58,67.5,31.0,yes,13,130045.02,126157.5,3887.520000000004,1.6586409844836811,1.0,0.0,1,0,3.7475922953451044,Low
po-00217,delta_logistics,2023-03-25,2023-04-13,packaging,delivered,627,46.23,42.87,0.0,yes,19,28986.21,26879.489999999998,2106.720000000001,0.0,1.0,0.0,1,0,4.75,Low
po-00218,beta_supplies,2023-06-14,2023-06-16,raw materials,pending,731,56.02,54.78,70.0,no,2,40950.62,40044.18,906.4400000000023,9.575923392612859,0.3,70.0,0,100,40.87277701778386,High
po-00219,epsilon_group,2023-04-08,2022-02-13,office supplies,cancelled,606,83.07,79.22,16.0,yes,-419,50340.42,48007.32,2333.0999999999985,2.6402640264026402,0.0,100.0,1,0,-78.95792079207921,
po-00220,beta_supplies,2022-05-04,2022-05-14,office supplies,delivered,1647,13.57,12.33,157.0,yes,10,22349.79,20307.51,2042.2800000000025,9.532483302975105,1.0,0.0,1,0,5.359744990892532,Low
po-00221,delta_logistics,2022-09-11,2022-09-19,mro,delivered,1062,34.03,30.46,0.0,yes,8,36139.86,32348.52,3791.34,0.0,1.0,0.0,1,0,2.0,Low
po-00222,beta_supplies,2022-08-19,2022-08-31,office supplies,delivered,695,76.8,69.76,0.0,no,12,53376.0,48483.200000000004,4892.799999999996,0.0,1.0,0.0,0,100,23.0,Medium
po-00223,epsilon_group,2022-03-07,2022-03-14,mro,delivered,845,91.47,86.97,0.0,yes,7,77292.15,73489.65,3802.5,0.0,1.0,0.0,1,0,1.75,Low
po-00224,gamma_co,2022-12-13,2022-12-18,mro,delivered,1101,59.13,52.51,54.0,yes,5,65102.130000000005,57813.509999999995,7288.62000000001,4.904632152588556,1.0,0.0,1,0,2.7213896457765667,Low
po-00225,gamma_co,2022-01-22,2022-01-24,raw materials,delivered,1693,57.89,49.84,88.0,yes,2,98007.77,84379.12000000001,13628.649999999994,5.197873597164796,1.0,0.0,1,0,2.059362079149439,Low
po-00226,delta_logistics,2023-08-26,2023-09-10,office supplies,cancelled,1629,21.51,19.41,250.0,no,15,35039.79,31618.89,3420.9000000000015,15.34683855125844,0.0,100.0,0,100,53.35405156537753,High
po-00227,delta_logistics,2023-07-22,2023-08-03,raw materials,delivered,1413,54.79,50.42,0.0,yes,12,77418.27,71243.46,6174.809999999998,0.0,1.0,0.0,1,0,3.0,Low
po-00228,epsilon_group,2022-08-24,2022-08-27,packaging,delivered,1871,59.96,58.54,47.0,yes,3,112185.16,109528.34,2656.820000000007,2.512025654730091,1.0,0.0,1,0,1.5036076964190273,Low
po-00229,gamma_co,2023-08-26,2022-02-13,raw materials,delivered,1404,34.85,30.5,78.0,yes,-559,48929.4,42822.0,6107.4000000000015,5.555555555555555,1.0,0.0,1,0,-138.08333333333334,
po-00230,gamma_co,2022-08-14,2022-08-28,electronics,delivered,1713,35.43,34.11,74.0,yes,14,60691.59,58430.43,2261.159999999996,4.3199065966141275,1.0,0.0,1,0,4.795971978984238,Low
po-00231,gamma_co,2022-01-08,2022-01-13,electronics,delivered,1579,43.96,43.41,74.0,yes,5,69412.84,68544.39,868.4499999999971,4.686510449651679,1.0,0.0,1,0,2.655953134895504,Low
po-00232,gamma_co,2022-03-14,2022-03-26,electronics,delivered,1421,11.92,11.72,76.0,yes,12,16938.32,16654.120000000003,284.1999999999971,5.348346235045742,1.0,0.0,1,0,4.604503870513723,Low
po-00233,epsilon_group,2023-12-26,2024-01-04,mro,delivered,1546,43.47,37.37,53.0,yes,9,67204.62,57774.02,9430.599999999999,3.428201811125485,1.0,0.0,1,0,3.2784605433376455,Low
po-00234,delta_logistics,2023-10-09,2023-10-18,electronics,delivered,1304,32.08,29.36,0.0,yes,9,41832.32,38285.44,3546.8799999999974,0.0,1.0,0.0,1,0,2.25,Low
po-00235,delta_logistics,2022-03-02,2022-02-13,raw materials,delivered,239,39.87,35.47,32.0,yes,-17,9528.93,8477.33,1051.6000000000004,13.389121338912133,1.0,0.0,1,0,-0.23326359832636,Low
po-00236,alpha_inc,2022-08-23,2022-02-13,office supplies,delivered,1298,21.51,20.83,0.0,yes,-191,27919.980000000003,27037.339999999997,882.6400000000067,0.0,1.0,0.0,1,0,-47.75,
po-00237,delta_logistics,2022-03-11,2022-02-13,mro,delivered,1458,91.05,81.56,220.0,yes,-26,132750.9,118914.48000000001,13836.419999999984,15.089163237311384,1.0,0.0,1,0,-1.973251028806585,
po-00238,gamma_co,2022-02-02,2022-02-13,mro,delivered,1450,63.74,59.11,71.0,yes,11,92423.0,85709.5,6713.5,4.8965517241379315,1.0,0.0,1,0,4.218965517241379,Low
po-00239,beta_supplies,2022-12-05,2022-12-20,electronics,delivered,1356,75.03,63.86,131.0,yes,15,101740.68000000001,86594.16,15146.520000000004,9.660766961651918,1.0,0.0,1,0,6.648230088495575,Low
po-00240,gamma_co,2022-03-14,2022-02-13,packaging,delivered,682,81.84,71.86,40.0,yes,-29,55814.880000000005,49008.52,6806.360000000008,5.865102639296188,1.0,0.0,1,0,-5.4904692082111435,
po-00241,gamma_co,2023-06-11,2023-06-19,packaging,delivered,677,59.52,55.29,39.0,yes,8,40295.04,37431.33,2863.709999999999,5.760709010339734,1.0,0.0,1,0,3.72821270310192,Low
po-00242,delta_logistics,2022-09-01,2022-09-14,office supplies,delivered,1022,18.54,16.55,150.0,yes,13,18947.879999999997,16914.100000000002,2033.7799999999952,14.677103718199607,1.0,0.0,1,0,7.653131115459882,Low
po-00243,alpha_inc,2022-10-13,2022-02-13,raw materials,delivered,1818,60.96,57.13,41.0,yes,-242,110825.28,103862.34000000001,6962.939999999988,2.255225522552255,1.0,0.0,1,0,-59.82343234323432,
po-00244,epsilon_group,2023-11-17,2023-11-29,electronics,delivered,1332,69.73,63.8,41.0,yes,12,92880.36,84981.59999999999,7898.760000000009,3.078078078078078,1.0,0.0,1,0,3.923423423423423,Low
po-00245,beta_supplies,2023-05-13,2023-05-26,raw materials,delivered,1432,83.26,77.67,174.0,yes,13,119228.32,111223.44,8004.880000000005,12.150837988826815,1.0,0.0,1,0,6.895251396648044,Low
po-00246,beta_supplies,2022-08-08,2022-08-26,packaging,pending,759,50.56,46.47,63.0,no,18,38375.04,35270.729999999996,3104.310000000005,8.300395256916996,0.3,70.0,0,100,44.490118577075094,High
po-00247,alpha_inc,2023-07-07,2023-07-19,packaging,delivered,1529,23.42,22.44,30.0,yes,12,35809.18,34310.76,1498.4199999999983,1.962066710268149,1.0,0.0,1,0,3.588620013080445,Low
po-00248,gamma_co,2022-05-16,2022-05-25,electronics,delivered,1484,36.25,31.8,61.0,yes,9,53795.0,47191.200000000004,6603.799999999996,4.110512129380054,1.0,0.0,1,0,3.4831536388140165,Low
po-00249,epsilon_group,2023-08-08,2023-08-20,packaging,delivered,698,46.73,45.61,15.0,yes,12,32617.539999999997,31835.78,781.7599999999984,2.148997134670487,1.0,0.0,1,0,3.644699140401146,Low
po-00250,epsilon_group,2023-08-14,2023-08-22,packaging,pending,367,74.61,71.36,13.0,yes,8,27381.87,26189.12,1192.75,3.5422343324250685,0.3,70.0,1,0,20.56267029972752,Medium
po-00251,epsilon_group,2023-04-30,2023-05-20,office supplies,partially delivered,1750,65.97,58.34,50.0,yes,20,115447.5,102095.0,13352.5,2.857142857142857,0.5,50.0,1,0,18.357142857142858,Medium
po-00252,delta_logistics,2022-09-06,2022-09-24,office supplies,partially delivered,1298,43.73,37.21,0.0,no,18,56761.53999999999,48298.58,8462.959999999992,0.0,0.5,50.0,0,100,37.0,High
po-00253,gamma_co,2023-04-30,2023-05-20,packaging,delivered,1892,106.2,96.37,93.0,yes,20,200930.4,182332.04,18598.359999999986,4.915433403805497,1.0,0.0,1,0,6.474630021141649,Low
po-00254,beta_supplies,2023-02-21,2023-02-24,electronics,delivered,1307,68.71,60.64,141.0,yes,3,89803.96999999999,79256.48,10547.48999999999,10.788064269319051,1.0,0.0,1,0,3.9864192807957153,Low
po-00255,beta_supplies,2022-07-14,2022-07-29,electronics,delivered,733,32.29,29.01,78.0,yes,15,23668.57,21264.33,2404.239999999998,10.641200545702592,1.0,0.0,1,0,6.942360163710777,Low
po-00256,gamma_co,2022-04-07,2022-02-13,packaging,delivered,713,19.45,18.82,31.0,yes,-53,13867.85,13418.66,449.1900000000005,4.3478260869565215,1.0,0.0,1,0,-11.945652173913043,
po-00257,beta_supplies,2022-04-10,2022-04-24,packaging,delivered,1900,24.11,23.45,188.0,yes,14,45809.0,44555.0,1254.0,9.894736842105264,1.0,0.0,1,0,6.468421052631578,Low
po-00258,delta_logistics,2023-11-06,2023-11-08,mro,cancelled,1447,35.67,35.07,224.0,no,2,51614.490000000005,50746.29,868.2000000000044,15.480304077401522,0.0,100.0,0,100,50.14409122322046,High
po-00259,epsilon_group,2023-03-18,2022-02-13,office supplies,delivered,1745,26.17,22.25,55.0,yes,-398,45666.65,38826.25,6840.4000000000015,3.151862464183381,1.0,0.0,1,0,-98.55444126074498,
po-00260,beta_supplies,2022-12-29,2023-01-14,office supplies,delivered,1681,28.26,26.62,143.0,yes,16,47505.060000000005,44748.22,2756.840000000004,8.506841165972636,1.0,0.0,1,0,6.552052349791791,Low
po-00261,delta_logistics,2023-03-10,2023-03-18,electronics,delivered,1545,38.15,36.96,214.0,yes,8,58941.75,57103.200000000004,1838.5499999999956,13.851132686084142,1.0,0.0,1,0,6.155339805825243,Low
po-00262,epsilon_group,2023-02-25,2023-03-02,raw materials,delivered,1306,27.27,25.96,39.0,yes,5,35614.62,33903.76,1710.8600000000006,2.986217457886677,1.0,0.0,1,0,2.145865237366003,Low
po-00263,gamma_co,2023-04-24,2023-05-06,raw materials,delivered,1765,97.51,84.3,65.0,yes,12,172105.15000000002,148789.5,23315.650000000023,3.6827195467422094,1.0,0.0,1,0,4.104815864022663,Low
po-00264,gamma_co,2022-02-25,2022-03-15,packaging,cancelled,1186,17.31,16.0,64.0,yes,18,20529.66,18976.0,1553.6599999999999,5.396290050590219,0.0,100.0,1,0,31.118887015177066,High
po-00265,delta_logistics,2023-11-21,2023-11-26,packaging,delivered,1903,63.5,56.09,254.0,yes,5,120840.5,106739.27,14101.229999999996,13.347346295323174,1.0,0.0,1,0,5.254203888596952,Low
po-00266,delta_logistics,2023-11-01,2023-11-05,mro,delivered,1570,52.1,47.87,0.0,no,4,81797.0,75155.9,6641.100000000006,0.0,1.0,0.0,0,100,21.0,Medium
po-00267,delta_logistics,2023-10-24,2023-11-13,mro,delivered,491,108.75,93.35,0.0,no,20,53396.25,45834.85,7561.4000000000015,0.0,1.0,0.0,0,100,25.0,Medium
